Name;Version;God_Class;Lazy_Class;Complex_Class;Large_Class;Refused_Request;Data_Class;Feature_Envy;Brain_Class;Hub_Like_Dependency;Class_Cyclic_Dependency;Unhealthy_Inheritance_Hierarchy;Long_Method;Long_Parameter_List;Shotgun_Surgery;Brain_Method;Unstable_Dependency;Package_Cyclic_Dependency;Total;Distinct_Count
org.apache.cxf.common.util.UrlUtils;;0;0;0;1;0;1;0;0;0;0;0;3;7;0;0;0;1;13;5
org.apache.cxf.common.util.WeakIdentityHashMap.IdentityWeakReference;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;3;3
org.apache.cxf.common.util.XmlSchemaPrimitiveUtils;;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;1;6;3
org.apache.cxf.common.xmlschema.InvalidXmlSchemaReferenceException;;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3;3
org.apache.cxf.common.xmlschema.LSInputImpl;;0;0;0;0;0;1;1;0;0;0;0;0;3;0;0;0;0;5;3
org.apache.cxf.common.xmlschema.XmlSchemaUtils;;0;0;0;1;0;0;0;0;0;0;0;15;9;0;0;0;0;25;3
org.apache.cxf.common.xmlschema.XmlSchemaInvalidOperation;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
org.apache.cxf.configuration.ConfigurationException;;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
org.apache.cxf.configuration.jsse.MultiKeyPasswordKeyManager;;0;0;0;0;0;1;0;0;0;0;0;1;3;0;0;0;0;5;3
org.apache.cxf.configuration.jsse.SSLUtils;;1;0;0;1;0;0;1;0;0;0;0;24;26;0;0;0;0;53;5
org.apache.cxf.configuration.jsse.TLSClientParameters;;0;0;0;1;1;1;1;0;0;0;0;3;5;0;0;0;0;12;6
org.apache.cxf.configuration.jsse.TLSParameterBase;;0;0;0;0;0;1;1;0;0;0;0;0;9;0;0;0;0;11;3
org.apache.cxf.configuration.jsse.TLSClientParametersConfig;;0;0;1;1;0;0;1;0;0;1;0;3;2;0;0;0;0;9;6
org.apache.cxf.configuration.jsse.TLSClientParametersConfig.TLSClientParametersTypeInternal;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
org.apache.cxf.configuration.jsse.TLSParameterJaxBUtils;;1;0;1;1;0;0;0;0;0;0;0;10;9;0;0;0;0;22;5
org.apache.cxf.configuration.jsse.TLSServerParameters;;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;2;2
org.apache.cxf.configuration.jsse.TLSServerParametersConfig;;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3
org.apache.cxf.configuration.jsse.TLSServerParametersConfig.TLSServerParametersTypeInternal;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
org.apache.cxf.helpers.DOMUtils;;0;0;0;1;0;0;1;0;0;0;0;33;33;1;0;0;0;69;5
org.apache.cxf.configuration.spring.JAXBBeanFactory;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;2;2
