Name;Version;God_Class;Lazy_Class;Complex_Class;Large_Class;Refused_Request;Data_Class;Feature_Envy;Brain_Class;Hub_Like_Dependency;Class_Cyclic_Dependency;Unhealthy_Inheritance_Hierarchy;Long_Method;Long_Parameter_List;Shotgun_Surgery;Brain_Method;Unstable_Dependency;Package_Cyclic_Dependency;Total;Distinct_Count
javax.servlet.HttpConstraintElement;;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;6;2
javax.servlet.HttpMethodConstraintElement;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
javax.servlet.jsp.el.ELException;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.servlet.jsp.el.ELParseException;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.servlet.jsp.el.Expression;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
javax.servlet.jsp.el.ExpressionEvaluator;;0;1;0;0;0;0;0;0;0;0;0;5;5;0;0;0;0;1;1
javax.servlet.jsp.el.ImplicitObjectELResolver;;0;0;0;1;0;1;0;0;0;0;1;10;0;0;0;0;0;13;5
javax.servlet.jsp.el.ImplicitObjectELResolver.ScopeManager;;0;0;0;1;0;1;1;0;1;0;1;4;0;0;0;0;0;15;6
javax.servlet.jsp.el.ImplicitObjectELResolver.ScopeMap;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;2
javax.servlet.jsp.el.ImplicitObjectELResolver.ScopeMap.ScopeEntry;;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;0;0;1;1
javax.servlet.jsp.JspContext;;0;0;0;0;0;1;0;0;0;0;0;1;4;1;0;0;0;3;2
javax.servlet.jsp.PageContext;;0;0;0;0;1;1;0;0;0;0;0;3;4;0;0;0;0;8;5
javax.servlet.jsp.el.ScopedAttributeELResolver;;0;0;1;1;0;1;0;0;0;0;1;0;1;0;0;0;0;11;6
javax.servlet.jsp.ErrorData;;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2;2
javax.servlet.jsp.JspWriter;;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2
